run_id,condition_1,condition_2,condition_3,condition_4,condition_5
170,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 1e-05, 2, 1.0)","(600.0, 2.0, 0.0001, 3, 2.0)","(650.0, 3.0, 0.001, 4, 3.0)","(700.0, 4.0, 0.01, 5, 4.0)"
171,"(500.0, 0.5, 1e-05, 15, 450.0)","(600.0, 4.5, 1.0, 1, 200.0)","(700.0, 3.5, 0.01, 5, 15.0)","(750.0, 1.2, 0.0001, 12, 30.0)","(850.0, 4.0, 0.1, 7, 5.0)"
172,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 1e-05, 15, 100.0)","(600.0, 4.0, 0.1, 7, 200.0)","(700.0, 3.5, 0.01, 12, 300.0)","(750.0, 5.0, 1.0, 5, 400.0)"
173,"(900.0, 0.5, 1e-05, 15, 0.5)","(850.0, 0.5, 0.0001, 10, 10.0)","(750.0, 1.5, 0.01, 7, 50.0)","(700.0, 2.0, 0.1, 5, 100.0)","(600.0, 3.0, 0.001, 10, 200.0)"
174,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 0.6, 0.0001, 14, 50.0)","(600.0, 1.0, 0.001, 13, 100.0)","(650.0, 2.0, 0.01, 12, 200.0)","(700.0, 3.0, 0.1, 11, 450.0)"
175,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 3, 5.0)","(700.0, 2.0, 0.001, 5, 50.0)","(800.0, 4.0, 0.01, 10, 100.0)","(850.0, 4.5, 0.1, 15, 450.0)"
176,"(500.0, 0.5, 1e-05, 15, 500.0)","(550.0, 4.5, 0.0001, 1, 450.0)","(600.0, 2.0, 0.001, 7, 30.0)","(700.0, 3.5, 0.01, 12, 5.0)","(750.0, 1.2, 1.0, 5, 0.5)"
181,"(500.0, 0.5, 1.0, 1, 500.0)","(700.0, 1.5, 0.1, 15, 450.0)","(800.0, 3.0, 0.0001, 5, 200.0)","(750.0, 4.5, 1e-05, 12, 100.0)","(600.0, 5.0, 0.01, 7, 50.0)"
185,"(500.0, 5.0, 1.0, 15, 500.0)","(600.0, 4.5, 1e-05, 15, 200.0)","(700.0, 0.5, 0.0001, 1, 30.0)","(750.0, 1.2, 0.01, 12, 5.0)","(850.0, 3.5, 0.1, 7, 15.0)"
187,"(500.0, 5.0, 1e-05, 15, 0.5)","(900.0, 0.5, 0.0001, 1, 500.0)","(700.0, 1.0, 0.1, 7, 300.0)","(750.0, 3.0, 0.01, 12, 200.0)","(800.0, 4.0, 0.001, 5, 100.0)"
188,"(500.0, 5.0, 1.0, 15, 500.0)","(700.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 5, 450.0)","(750.0, 4.0, 0.01, 12, 30.0)","(850.0, 3.5, 0.1, 7, 5.0)"
190,"(500.0, 0.5, 1e-05, 15, 500.0)","(600.0, 1.0, 0.0001, 14, 250.0)","(700.0, 1.5, 0.001, 10, 100.0)","(800.0, 2.5, 0.01, 7, 50.0)","(900.0, 4.0, 0.1, 5, 20.0)"
191,"(500.0, 0.5, 1e-05, 1, 0.5)","(500.0, 1.0, 0.0001, 2, 100.0)","(600.0, 2.0, 0.001, 3, 200.0)","(700.0, 3.0, 0.01, 5, 300.0)","(800.0, 4.0, 0.1, 10, 400.0)"
192,"(500.0, 0.5, 1.0, 15, 0.5)","(900.0, 5.0, 1e-05, 1, 500.0)","(600.0, 4.5, 0.0001, 15, 100.0)","(700.0, 1.0, 0.001, 12, 200.0)","(750.0, 2.0, 0.01, 7, 150.0)"
193,"(500.0, 5.0, 1e-05, 1, 500.0)","(500.0, 0.5, 1.0, 15, 0.5)","(900.0, 5.0, 0.0001, 1, 0.5)","(900.0, 0.5, 0.0001, 15, 500.0)","(850.0, 3.0, 0.01, 10, 250.0)"
194,"(500.0, 0.5, 1e-05, 15, 500.0)","(900.0, 5.0, 1e-05, 1, 450.0)","(600.0, 0.6, 0.0001, 15, 400.0)","(700.0, 1.0, 0.001, 14, 350.0)","(800.0, 3.0, 0.01, 13, 300.0)"
195,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 1.0, 0.0001, 14, 50.0)","(600.0, 2.0, 0.001, 13, 100.0)","(650.0, 3.0, 0.01, 12, 200.0)","(700.0, 4.0, 0.1, 11, 450.0)"
197,"(500.0, 0.5, 1.0, 15, 500.0)","(600.0, 1.0, 0.1, 14, 450.0)","(700.0, 1.5, 0.01, 13, 400.0)","(800.0, 2.0, 0.001, 12, 350.0)","(850.0, 2.5, 0.0001, 11, 300.0)"
198,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 4.0, 0.0001, 14, 50.0)","(600.0, 2.5, 0.001, 13, 100.0)","(650.0, 3.5, 0.01, 12, 200.0)","(700.0, 4.5, 0.1, 11, 300.0)"
200,"(500.0, 5.0, 1.0, 15, 0.5)","(550.0, 4.0, 0.1, 14, 50.0)","(600.0, 3.5, 0.01, 13, 100.0)","(700.0, 2.5, 0.001, 10, 200.0)","(800.0, 2.0, 0.0001, 5, 450.0)"
201,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 12, 5.0)","(700.0, 2.0, 0.001, 7, 20.0)","(750.0, 3.0, 0.01, 5, 100.0)","(800.0, 4.5, 0.1, 10, 500.0)"
202,"(500.0, 0.5, 1e-05, 1, 5.0)","(600.0, 1.2, 0.0001, 5, 15.0)","(700.0, 3.5, 0.01, 12, 30.0)","(750.0, 4.0, 0.1, 7, 200.0)","(850.0, 4.5, 1.0, 15, 450.0)"
205,"(500.0, 4.5, 1e-05, 15, 500.0)","(550.0, 4.0, 0.0001, 14, 450.0)","(600.0, 3.5, 0.001, 13, 400.0)","(650.0, 3.0, 0.01, 12, 350.0)","(700.0, 2.5, 0.1, 11, 300.0)"
206,"(900.0, 0.5, 1e-05, 1, 500.0)","(850.0, 1.0, 0.0001, 5, 400.0)","(750.0, 2.0, 0.001, 10, 300.0)","(700.0, 3.0, 0.01, 12, 200.0)","(800.0, 4.0, 0.1, 15, 100.0)"
208,"(500.0, 0.5, 1e-05, 1, 500.0)","(550.0, 0.6, 0.0001, 2, 450.0)","(600.0, 1.0, 0.001, 3, 400.0)","(650.0, 1.5, 0.01, 4, 350.0)","(700.0, 2.0, 0.1, 5, 300.0)"
209,"(900.0, 5.0, 1e-05, 15, 0.5)","(800.0, 3.0, 0.0001, 10, 50.0)","(700.0, 2.5, 0.001, 7, 150.0)","(650.0, 2.0, 0.01, 5, 250.0)","(600.0, 1.5, 0.1, 3, 400.0)"
211,"(700.0, 0.5, 1e-05, 1, 450.0)","(800.0, 4.0, 0.001, 7, 30.0)","(750.0, 1.2, 0.0001, 12, 200.0)","(600.0, 3.5, 0.01, 5, 15.0)","(780.0, 2.5, 0.1, 10, 5.0)"
213,"(500.0, 5.0, 1.0, 1, 500.0)","(600.0, 4.5, 1e-05, 15, 0.5)","(800.0, 0.5, 0.0001, 1, 500.0)","(750.0, 1.2, 0.01, 12, 30.0)","(700.0, 3.5, 0.0001, 5, 15.0)"
216,"(500.0, 5.0, 1e-05, 15, 0.5)","(600.0, 0.5, 0.0001, 7, 5.0)","(700.0, 2.5, 0.01, 12, 50.0)","(800.0, 3.5, 0.1, 10, 150.0)","(750.0, 4.0, 0.001, 5, 300.0)"
217,"(500.0, 0.5, 1.0, 1, 0.5)","(850.0, 4.5, 1e-05, 15, 500.0)","(600.0, 0.6, 0.0001, 5, 100.0)","(750.0, 3.0, 0.01, 10, 200.0)","(700.0, 2.5, 0.001, 12, 150.0)"
219,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 0.0001, 2, 10.0)","(600.0, 1.5, 0.001, 3, 20.0)","(650.0, 2.0, 0.01, 4, 30.0)","(700.0, 2.5, 0.1, 5, 40.0)"
220,"(500.0, 0.5, 1e-05, 15, 500.0)","(550.0, 1.0, 0.0001, 14, 450.0)","(600.0, 1.5, 0.001, 13, 400.0)","(650.0, 2.0, 0.01, 12, 350.0)","(700.0, 2.5, 0.1, 11, 300.0)"
221,"(900.0, 0.5, 1.0, 1, 0.5)","(850.0, 1.0, 0.1, 5, 10.0)","(800.0, 2.0, 0.01, 10, 50.0)","(750.0, 3.0, 0.001, 12, 100.0)","(700.0, 4.0, 0.0001, 15, 200.0)"
222,"(500.0, 5.0, 1.0, 15, 0.5)","(500.0, 4.5, 0.1, 12, 5.0)","(600.0, 3.0, 0.01, 7, 50.0)","(750.0, 1.5, 0.0001, 5, 150.0)","(850.0, 0.5, 1e-05, 1, 200.0)"
224,"(500.0, 5.0, 1e-05, 15, 5.0)","(900.0, 0.5, 1.0, 1, 500.0)","(600.0, 4.5, 0.0001, 12, 400.0)","(700.0, 1.5, 0.01, 7, 100.0)","(750.0, 3.0, 0.001, 10, 200.0)"
225,"(850.0, 4.0, 0.1, 7, 5.0)","(500.0, 0.5, 1e-05, 1, 5.0)","(600.0, 1.0, 0.0001, 3, 30.0)","(700.0, 2.0, 0.001, 5, 50.0)","(800.0, 3.0, 0.01, 7, 150.0)"
226,"(500.0, 5.0, 1e-05, 1, 500.0)","(550.0, 4.5, 0.0001, 2, 400.0)","(600.0, 4.0, 0.001, 3, 300.0)","(650.0, 3.5, 0.01, 4, 200.0)","(700.0, 3.0, 0.1, 5, 100.0)"
228,"(900.0, 0.5, 1e-05, 15, 0.5)","(500.0, 5.0, 1.0, 1, 500.0)","(800.0, 0.6, 0.0001, 14, 1.0)","(700.0, 1.0, 0.001, 13, 10.0)","(600.0, 4.9, 0.01, 12, 50.0)"
229,"(500.0, 0.5, 1.0, 1, 500.0)","(600.0, 1.5, 0.1, 5, 200.0)","(700.0, 3.0, 0.01, 10, 50.0)","(750.0, 4.0, 0.001, 12, 20.0)","(850.0, 5.0, 1e-05, 15, 5.0)"
231,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 10, 50.0)","(700.0, 3.0, 0.01, 7, 200.0)","(800.0, 4.0, 0.1, 5, 300.0)","(850.0, 4.5, 1.0, 1, 450.0)"
232,"(500.0, 5.0, 1e-05, 15, 0.5)","(500.0, 5.0, 0.0001, 15, 50.0)","(600.0, 5.0, 0.001, 15, 100.0)","(700.0, 4.0, 0.01, 12, 200.0)","(750.0, 3.5, 0.1, 10, 450.0)"
233,"(500.0, 5.0, 1e-05, 15, 0.5)","(900.0, 0.5, 1.0, 1, 500.0)","(700.0, 1.5, 0.01, 10, 400.0)","(750.0, 3.0, 0.001, 7, 200.0)","(800.0, 2.5, 0.0001, 5, 100.0)"
235,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 0.6, 0.0001, 14, 1.0)","(700.0, 1.0, 0.001, 13, 2.0)","(800.0, 1.5, 0.01, 12, 3.0)","(850.0, 2.0, 0.1, 11, 4.0)"
236,"(500.0, 0.5, 1e-05, 1, 500.0)","(600.0, 5.0, 1.0, 15, 0.5)","(700.0, 4.5, 0.0001, 10, 15.0)","(750.0, 3.5, 0.001, 7, 100.0)","(800.0, 2.5, 0.01, 12, 250.0)"
237,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 1.0, 0.0001, 14, 10.0)","(600.0, 1.5, 0.001, 13, 50.0)","(650.0, 2.0, 0.01, 12, 250.0)","(700.0, 2.5, 0.1, 11, 400.0)"
238,"(500.0, 0.5, 1e-05, 1, 200.0)","(600.0, 1.5, 0.0001, 5, 50.0)","(700.0, 2.5, 0.001, 10, 100.0)","(750.0, 3.5, 0.01, 15, 300.0)","(850.0, 4.5, 0.1, 15, 450.0)"
239,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 0.0001, 2, 100.0)","(600.0, 2.0, 0.001, 3, 200.0)","(650.0, 3.0, 0.01, 4, 300.0)","(700.0, 4.0, 0.1, 5, 400.0)"
240,"(500.0, 5.0, 1.0, 15, 450.0)","(850.0, 0.5, 1e-05, 7, 200.0)","(750.0, 1.2, 0.0001, 12, 30.0)","(700.0, 3.5, 0.1, 5, 15.0)","(600.0, 4.0, 0.01, 15, 5.0)"
242,"(500.0, 5.0, 1.0, 15, 450.0)","(550.0, 4.5, 0.1, 15, 300.0)","(600.0, 4.0, 0.01, 15, 150.0)","(650.0, 3.5, 0.001, 15, 75.0)","(700.0, 3.0, 0.0001, 15, 30.0)"
244,"(900.0, 0.5, 0.1, 15, 0.5)","(800.0, 1.0, 0.0001, 14, 50.0)","(750.0, 2.0, 0.001, 13, 100.0)","(700.0, 3.0, 0.01, 12, 200.0)","(650.0, 4.0, 1e-05, 11, 450.0)"
245,"(500.0, 4.5, 1e-05, 15, 500.0)","(600.0, 0.5, 0.0001, 1, 450.0)","(850.0, 4.0, 0.1, 7, 30.0)","(700.0, 1.2, 0.01, 12, 200.0)","(750.0, 3.5, 0.0001, 5, 15.0)"
246,"(850.0, 4.5, 0.1, 15, 500.0)","(800.0, 4.0, 0.05, 14, 400.0)","(750.0, 3.5, 0.01, 12, 300.0)","(700.0, 3.0, 0.001, 10, 200.0)","(650.0, 2.5, 0.0001, 8, 100.0)"
247,"(500.0, 5.0, 1e-05, 15, 500.0)","(550.0, 4.9, 0.0001, 14, 450.0)","(600.0, 4.8, 0.001, 13, 400.0)","(650.0, 4.7, 0.01, 12, 350.0)","(700.0, 4.6, 0.1, 11, 300.0)"
248,"(500.0, 5.0, 1.0, 15, 0.5)","(600.0, 4.5, 1e-05, 14, 5.0)","(700.0, 3.5, 0.0001, 10, 50.0)","(750.0, 2.5, 0.001, 8, 150.0)","(800.0, 1.5, 0.01, 6, 300.0)"
251,"(500.0, 5.0, 1e-05, 15, 500.0)","(550.0, 4.5, 0.0001, 14, 400.0)","(600.0, 4.0, 0.001, 13, 300.0)","(650.0, 3.5, 0.01, 12, 200.0)","(700.0, 3.0, 0.1, 11, 100.0)"
252,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 1.0, 0.0001, 12, 50.0)","(600.0, 2.0, 0.001, 10, 100.0)","(700.0, 3.0, 0.01, 7, 200.0)","(850.0, 5.0, 0.1, 1, 500.0)"
253,"(900.0, 0.5, 1.0, 1, 0.5)","(850.0, 1.0, 0.1, 3, 10.0)","(800.0, 2.0, 0.001, 5, 50.0)","(750.0, 3.0, 0.0001, 10, 200.0)","(700.0, 4.0, 0.01, 15, 450.0)"
255,"(900.0, 0.5, 1e-05, 15, 500.0)","(500.0, 4.5, 1e-05, 1, 450.0)","(500.0, 0.5, 0.0001, 15, 200.0)","(850.0, 1.0, 0.001, 7, 5.0)","(700.0, 3.0, 0.01, 12, 30.0)"
257,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 12, 50.0)","(700.0, 2.0, 0.001, 7, 200.0)","(800.0, 4.0, 0.01, 5, 300.0)","(850.0, 5.0, 0.1, 3, 500.0)"
258,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 0.0001, 3, 10.0)","(650.0, 2.0, 0.001, 5, 50.0)","(750.0, 3.5, 0.01, 10, 200.0)","(850.0, 4.0, 0.1, 15, 500.0)"
259,"(500.0, 0.5, 1e-05, 1, 5.0)","(550.0, 1.0, 0.0001, 3, 20.0)","(650.0, 2.5, 0.01, 5, 50.0)","(700.0, 3.0, 0.005, 10, 100.0)","(750.0, 4.0, 0.1, 15, 200.0)"
260,"(750.0, 0.5, 1.0, 1, 0.5)","(850.0, 0.5, 1.0, 1, 2.0)","(700.0, 1.2, 1e-05, 12, 20.0)","(600.0, 4.5, 0.0001, 15, 30.0)","(750.0, 3.5, 0.0001, 5, 500.0)"
261,"(500.0, 0.5, 1e-05, 1, 0.5)","(900.0, 5.0, 0.0001, 15, 500.0)","(700.0, 1.0, 0.01, 1, 20.0)","(600.0, 3.0, 0.001, 12, 200.0)","(750.0, 4.0, 0.1, 7, 50.0)"
262,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 5, 10.0)","(700.0, 1.5, 0.001, 10, 50.0)","(850.0, 4.0, 0.1, 15, 100.0)","(750.0, 3.5, 0.0001, 7, 30.0)"
263,"(900.0, 0.5, 1.0, 1, 500.0)","(800.0, 1.5, 0.1, 3, 200.0)","(750.0, 2.5, 0.001, 5, 100.0)","(700.0, 3.5, 0.0001, 7, 50.0)","(650.0, 4.5, 1e-05, 9, 30.0)"
265,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 10, 10.0)","(700.0, 2.0, 0.001, 7, 100.0)","(800.0, 3.0, 0.01, 5, 200.0)","(850.0, 4.5, 0.1, 1, 450.0)"
266,"(500.0, 0.5, 1e-05, 15, 450.0)","(600.0, 1.0, 0.0001, 10, 200.0)","(850.0, 3.0, 0.01, 7, 5.0)","(700.0, 1.2, 0.001, 12, 30.0)","(750.0, 3.5, 0.0001, 5, 15.0)"
268,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 5.0, 1.0, 1, 500.0)","(700.0, 0.5, 1e-05, 1, 500.0)","(800.0, 5.0, 1.0, 15, 0.5)","(850.0, 1.2, 0.01, 12, 30.0)"
270,"(500.0, 0.5, 1e-05, 1, 0.5)","(700.0, 1.0, 1.0, 15, 50.0)","(800.0, 4.0, 0.005, 10, 250.0)","(750.0, 3.0, 0.0005, 5, 100.0)","(650.0, 2.5, 0.001, 7, 200.0)"
271,"(700.0, 0.5, 1e-05, 1, 0.5)","(750.0, 1.0, 0.0001, 2, 20.0)","(800.0, 3.0, 0.001, 5, 50.0)","(850.0, 4.0, 0.01, 10, 100.0)","(880.0, 4.5, 0.1, 15, 200.0)"
272,"(500.0, 5.0, 1e-05, 15, 0.5)","(550.0, 0.5, 0.0001, 1, 200.0)","(700.0, 4.0, 0.1, 7, 5.0)","(750.0, 1.2, 0.01, 12, 30.0)","(800.0, 3.5, 0.0001, 5, 15.0)"
274,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 1.0, 0.0001, 14, 1.0)","(600.0, 1.5, 0.001, 13, 1.5)","(650.0, 2.0, 0.01, 12, 2.0)","(700.0, 2.5, 0.1, 11, 2.5)"
276,"(500.0, 5.0, 1.0, 1, 500.0)","(550.0, 4.0, 0.1, 2, 400.0)","(600.0, 3.0, 0.01, 3, 300.0)","(700.0, 2.0, 0.001, 4, 200.0)","(750.0, 1.0, 0.0001, 5, 100.0)"
277,"(500.0, 5.0, 1e-05, 15, 0.5)","(600.0, 4.5, 0.0001, 14, 10.0)","(700.0, 3.5, 0.001, 10, 100.0)","(800.0, 2.5, 0.01, 7, 200.0)","(850.0, 1.5, 0.1, 5, 450.0)"
278,"(500.0, 0.5, 1e-05, 1, 5.0)","(550.0, 0.6, 0.0001, 2, 10.0)","(600.0, 1.0, 0.001, 3, 20.0)","(650.0, 1.5, 0.01, 4, 30.0)","(700.0, 2.0, 0.1, 5, 40.0)"
279,"(500.0, 5.0, 1.0, 15, 0.5)","(550.0, 4.5, 0.5, 14, 10.0)","(650.0, 3.0, 0.03, 13, 100.0)","(720.0, 2.5, 0.007, 10, 200.0)","(800.0, 1.5, 0.0002, 5, 450.0)"
280,"(890.0, 4.9, 1e-05, 15, 500.0)","(800.0, 3.5, 0.0001, 12, 250.0)","(700.0, 2.0, 0.001, 8, 100.0)","(600.0, 1.5, 0.01, 5, 50.0)","(500.0, 0.5, 0.1, 1, 10.0)"
282,"(500.0, 0.5, 1.0, 15, 500.0)","(850.0, 5.0, 1e-05, 1, 0.5)","(700.0, 1.0, 0.0001, 15, 1.0)","(600.0, 2.0, 0.001, 1, 100.0)","(750.0, 4.0, 0.01, 7, 300.0)"
283,"(900.0, 0.5, 1e-05, 1, 500.0)","(800.0, 5.0, 0.0001, 15, 0.5)","(700.0, 0.6, 0.001, 14, 1.0)","(600.0, 2.0, 0.01, 13, 50.0)","(500.0, 3.0, 0.1, 12, 100.0)"
284,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 3, 10.0)","(700.0, 2.0, 0.001, 6, 50.0)","(750.0, 3.0, 0.01, 9, 200.0)","(850.0, 4.0, 0.1, 15, 500.0)"
286,"(500.0, 0.5, 1.0, 15, 0.5)","(500.0, 1.0, 1e-05, 15, 1.0)","(600.0, 2.0, 0.0001, 14, 2.0)","(650.0, 3.0, 0.001, 13, 3.0)","(700.0, 4.0, 0.01, 12, 4.0)"
287,"(500.0, 5.0, 1e-05, 15, 500.0)","(550.0, 0.5, 1.0, 1, 450.0)","(850.0, 4.0, 0.1, 15, 5.0)","(700.0, 3.0, 0.01, 10, 100.0)","(750.0, 2.5, 0.001, 5, 200.0)"
289,"(900.0, 0.5, 1e-05, 1, 500.0)","(850.0, 1.0, 0.0001, 5, 300.0)","(800.0, 2.0, 0.001, 10, 150.0)","(750.0, 3.0, 0.01, 12, 75.0)","(700.0, 4.0, 0.1, 15, 5.0)"
290,"(900.0, 5.0, 1e-05, 15, 5.0)","(800.0, 4.5, 1.0, 12, 50.0)","(700.0, 2.0, 0.0001, 7, 200.0)","(600.0, 1.0, 0.001, 5, 100.0)","(500.0, 0.5, 0.01, 1, 450.0)"
291,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 2, 50.0)","(700.0, 2.0, 0.001, 3, 100.0)","(800.0, 3.0, 0.01, 4, 200.0)","(850.0, 4.0, 0.1, 5, 300.0)"
292,"(500.0, 0.5, 1.0, 15, 500.0)","(550.0, 1.0, 1e-05, 14, 400.0)","(600.0, 2.0, 0.0001, 13, 300.0)","(650.0, 3.0, 0.001, 12, 200.0)","(700.0, 4.0, 0.01, 11, 100.0)"
294,"(500.0, 0.5, 1e-05, 15, 500.0)","(600.0, 5.0, 1.0, 1, 450.0)","(700.0, 4.5, 0.0001, 12, 200.0)","(800.0, 3.0, 0.01, 7, 15.0)","(850.0, 2.0, 0.1, 5, 5.0)"
296,"(500.0, 0.5, 1e-05, 1, 500.0)","(550.0, 0.8, 0.0001, 3, 400.0)","(600.0, 1.5, 0.001, 5, 300.0)","(700.0, 3.0, 0.01, 10, 100.0)","(800.0, 4.5, 0.1, 15, 50.0)"
297,"(500.0, 0.5, 1e-05, 1, 500.0)","(600.0, 1.5, 0.0001, 3, 300.0)","(700.0, 3.0, 0.001, 8, 200.0)","(800.0, 4.5, 0.01, 12, 100.0)","(750.0, 3.5, 0.0001, 10, 50.0)"
298,"(600.0, 1.0, 0.0001, 5, 200.0)","(700.0, 2.5, 0.001, 10, 50.0)","(750.0, 3.0, 0.01, 12, 10.0)","(800.0, 4.0, 0.1, 15, 5.0)","(500.0, 0.5, 1e-05, 1, 450.0)"
299,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 0.5, 1e-05, 15, 200.0)","(700.0, 5.0, 0.1, 1, 100.0)","(800.0, 1.0, 0.0001, 10, 300.0)","(900.0, 4.5, 1.0, 5, 500.0)"
300,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 0.6, 0.0001, 5, 20.0)","(700.0, 2.0, 0.01, 10, 100.0)","(800.0, 3.0, 0.1, 12, 200.0)","(850.0, 4.5, 1.0, 15, 300.0)"
303,"(500.0, 0.5, 1e-05, 1, 500.0)","(550.0, 5.0, 1.0, 1, 200.0)","(600.0, 3.0, 0.0001, 15, 100.0)","(650.0, 2.5, 0.001, 12, 50.0)","(700.0, 4.0, 0.01, 7, 20.0)"
304,"(900.0, 0.5, 1e-05, 1, 5.0)","(850.0, 1.0, 0.0001, 2, 10.0)","(800.0, 2.0, 0.001, 3, 20.0)","(750.0, 3.0, 0.01, 4, 50.0)","(600.0, 4.0, 0.1, 5, 100.0)"
307,"(500.0, 5.0, 1e-05, 1, 0.5)","(500.0, 0.5, 1e-05, 15, 500.0)","(850.0, 4.0, 1.0, 12, 15.0)","(700.0, 3.5, 0.0001, 7, 200.0)","(750.0, 1.2, 0.01, 5, 30.0)"
310,"(900.0, 0.5, 1.0, 1, 500.0)","(800.0, 0.6, 1e-05, 1, 400.0)","(700.0, 1.0, 0.001, 2, 300.0)","(600.0, 2.0, 0.01, 3, 200.0)","(500.0, 3.0, 0.0001, 4, 100.0)"
312,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 4.5, 0.0001, 15, 450.0)","(600.0, 1.2, 0.01, 7, 30.0)","(700.0, 3.5, 0.1, 12, 200.0)","(850.0, 5.0, 1.0, 5, 5.0)"
313,"(500.0, 0.5, 1e-05, 15, 450.0)","(600.0, 4.5, 0.0001, 1, 200.0)","(700.0, 0.5, 0.1, 7, 5.0)","(750.0, 4.5, 0.01, 12, 30.0)","(850.0, 3.5, 1.0, 5, 15.0)"
315,"(500.0, 0.5, 1e-05, 1, 0.5)","(500.0, 0.5, 1e-05, 1, 10.0)","(500.0, 0.5, 1e-05, 1, 50.0)","(500.0, 0.5, 1e-05, 1, 100.0)","(500.0, 0.5, 1e-05, 1, 500.0)"
316,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 5.0, 1.0, 1, 500.0)","(700.0, 4.5, 0.01, 12, 450.0)","(850.0, 4.0, 0.1, 7, 5.0)","(900.0, 1.2, 0.001, 5, 30.0)"
318,"(500.0, 0.5, 1e-05, 15, 5.0)","(900.0, 5.0, 1.0, 1, 500.0)","(600.0, 0.5, 0.0001, 15, 500.0)","(700.0, 1.2, 0.01, 1, 5.0)","(750.0, 4.5, 0.0001, 5, 300.0)"
319,"(500.0, 0.5, 1e-05, 1, 0.5)","(500.0, 0.5, 1e-05, 1, 100.0)","(600.0, 1.0, 0.0001, 5, 100.0)","(700.0, 3.0, 0.01, 10, 200.0)","(800.0, 4.0, 0.1, 15, 400.0)"
320,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 1.0, 0.0001, 12, 50.0)","(650.0, 2.5, 0.01, 7, 200.0)","(750.0, 4.0, 0.1, 10, 250.0)","(800.0, 4.5, 0.5, 5, 300.0)"
322,"(500.0, 0.5, 1e-05, 15, 450.0)","(900.0, 5.0, 1e-05, 1, 200.0)","(600.0, 0.5, 0.0001, 15, 5.0)","(800.0, 4.5, 0.1, 7, 30.0)","(750.0, 1.2, 0.01, 12, 15.0)"
323,"(500.0, 5.0, 1.0, 1, 0.5)","(600.0, 4.5, 1e-05, 15, 450.0)","(700.0, 0.5, 0.0001, 12, 30.0)","(800.0, 2.0, 0.01, 7, 100.0)","(900.0, 3.5, 0.1, 5, 500.0)"
324,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 0.7, 0.0001, 10, 20.0)","(700.0, 2.0, 0.001, 5, 50.0)","(750.0, 3.0, 0.01, 8, 100.0)","(850.0, 4.0, 0.1, 7, 500.0)"
325,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 3, 5.0)","(700.0, 2.5, 0.01, 5, 50.0)","(750.0, 3.5, 0.1, 10, 100.0)","(850.0, 4.5, 1.0, 15, 300.0)"
327,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 5, 10.0)","(700.0, 2.0, 0.001, 10, 50.0)","(800.0, 3.0, 0.01, 12, 150.0)","(850.0, 4.0, 0.1, 15, 450.0)"
329,"(500.0, 0.5, 1e-05, 15, 500.0)","(600.0, 1.0, 0.0001, 14, 450.0)","(700.0, 2.0, 0.001, 13, 400.0)","(800.0, 3.0, 0.01, 12, 350.0)","(900.0, 4.0, 0.1, 11, 300.0)"
330,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 1.0, 0.0001, 14, 10.0)","(600.0, 1.5, 0.001, 13, 50.0)","(650.0, 2.0, 0.01, 12, 100.0)","(700.0, 2.5, 0.1, 11, 200.0)"
